"contributors_enabled","created_at","default_profile","default_profile_image","description","entities__url__urls__display_url","entities__url__urls__expanded_url","entities__url__urls__indices__001","entities__url__urls__indices__002","entities__url__urls__url","favourites_count","follow_request_sent","followers_count","following","friends_count","geo_enabled","has_extended_profile","id","id_str","is_translation_enabled","is_translator","lang","listed_count","location","name","notifications","profile_background_color","profile_background_image_url","profile_background_image_url_https","profile_background_tile","profile_banner_url","profile_image_url","profile_image_url_https","profile_link_color","profile_sidebar_border_color","profile_sidebar_fill_color","profile_text_color","profile_use_background_image","protected","screen_name","statuses_count","time_zone","translator_type","url","utc_offset","verified","entities__|","entities__|__urls__display_url","entities__|__urls__expanded_url","entities__|__urls__indices__001","entities__|__urls__indices__002","entities__|__urls__url","entities__description__urls__display_url","entities__description__urls__expanded_url","entities__description__urls__indices__001","entities__description__urls__indices__002","entities__description__urls__url"
"False","1245189268","False","False","United States Senator from Hawaii. Dad. Climate Hawk. Tech Advocate. Appropriator. Chief Deputy Whip.","brianschatz.com","http://www.brianschatz.com","0","23","https://t.co/TFoJ19ZTFY","889","False","33198","False","1923","True","False","47747074","47747074","False","False","en","892","ÜT: 19.72105,-155.087417","Brian Schatz","False","063482","http://pbs.twimg.com/profile_background_images/194517917/newtwitter-OFA-v5.jpg","https://pbs.twimg.com/profile_background_images/194517917/newtwitter-OFA-v5.jpg","False","https://pbs.twimg.com/profile_banners/47747074/1489149505","http://pbs.twimg.com/profile_images/840179285440757761/McwUAXF8_normal.jpg","https://pbs.twimg.com/profile_images/840179285440757761/McwUAXF8_normal.jpg","00B3FF","1C65DC","EBEBEB","1C65DC","True","False","brianschatz","4508","Hawaii","none","https://t.co/TFoJ19ZTFY","-36000","True","","","","","","","","","","",""
"False","1241021820","False","False","If you are having trouble with this account please call Jon Hanian at (208) 334-2100.","gov.idaho.gov","http://gov.idaho.gov/","0","22","http://t.co/AFkwykYs3A","15","False","16878","False","1662","True","False","36396752","36396752","False","False","en","555","Boise, Idaho, USA ","Idaho Governor","False","073570","http://pbs.twimg.com/profile_background_images/10940676/twitter.jpg","https://pbs.twimg.com/profile_background_images/10940676/twitter.jpg","False","","http://pbs.twimg.com/profile_images/190575583/butch_normal.png","https://pbs.twimg.com/profile_images/190575583/butch_normal.png","3A5FCB","6688B5","C3C5B0","000000","True","False","ButchOtter","1450","Mountain Time (US & Canada)","none","http://t.co/AFkwykYs3A","-21600","False","","","","","","","","","","",""
"False","1306420748","False","False","U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.","dutch.house.gov","http://dutch.house.gov","0","22","http://t.co/uAblmVkUWN","244","False","11206","False","1350","True","False","305620929","305620929","False","False","en","616","Washington, DC","Dutch Ruppersberger","False","4A913C","http://pbs.twimg.com/profile_background_images/631116586854690817/7GUhbJP6.png","https://pbs.twimg.com/profile_background_images/631116586854690817/7GUhbJP6.png","True","https://pbs.twimg.com/profile_banners/305620929/1432738889","http://pbs.twimg.com/profile_images/466663718932074497/Hzr9q14A_normal.jpeg","https://pbs.twimg.com/profile_images/466663718932074497/Hzr9q14A_normal.jpeg","94D487","000000","000000","000000","True","False","Call_Me_Dutch","2431","Quito","none","http://t.co/uAblmVkUWN","-18000","True","","","","","","","","","","",""
"False","1438027505","True","False","","captainhiggins.com","http://www.captainhiggins.com","0","23","https://t.co/wfLxWm4PGS","771","False","4442","False","112","False","False","3298489662","3298489662","False","False","en","63","Louisiana, USA","Captain Clay Higgins","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/3298489662/1466369754","http://pbs.twimg.com/profile_images/760691506613219328/aE50SYob_normal.jpg","https://pbs.twimg.com/profile_images/760691506613219328/aE50SYob_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","CaptClayHiggins","716","Pacific Time (US & Canada)","none","https://t.co/wfLxWm4PGS","-25200","False","","","","","","","","","","",""
"False","1228778235","False","False","Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.","mcmorris.house.gov","http://mcmorris.house.gov","0","23","https://t.co/VmKvrs9Ni1","997","False","37907","False","5192","True","False","17976923","17976923","False","False","en","1827","Spokane, WA & Washington, DC","CathyMcMorrisRodgers","False","FFFFFF","http://pbs.twimg.com/profile_background_images/758531013/1c9f0bf291c6f93ddba21fe4a608bb39.jpeg","https://pbs.twimg.com/profile_background_images/758531013/1c9f0bf291c6f93ddba21fe4a608bb39.jpeg","False","https://pbs.twimg.com/profile_banners/17976923/1450198787","http://pbs.twimg.com/profile_images/741337467714953217/5t14nEYg_normal.jpg","https://pbs.twimg.com/profile_images/741337467714953217/5t14nEYg_normal.jpg","0814FF","FFFFFF","FFFFFF","333333","False","False","cathymcmorris","6970","Pacific Time (US & Canada)","none","https://t.co/VmKvrs9Ni1","-25200","True","","","","","","","","","","",""
"False","1212438596","True","False","Farmer, mother, Maine islander, Member of Congress, lover of root vegetables","pingree.house.gov","http://pingree.house.gov","0","22","http://t.co/vYvpiUxqqo","308","False","19166","False","607","False","False","14984637","14984637","False","False","en","1249","Maine -- the best place to be!","Chellie Pingree","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/14984637/1399401415","http://pbs.twimg.com/profile_images/83264312/twitterphoto_normal.jpg","https://pbs.twimg.com/profile_images/83264312/twitterphoto_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","chelliepingree","2666","Eastern Time (US & Canada)","none","http://t.co/vYvpiUxqqo","-14400","True","","","","","","","","","","",""
"False","1215256674","False","False","Father, husband, U.S. Senator from the State of Delaware","","","","","","69","False","54303","False","2188","True","False","15324851","15324851","False","False","en","1797","Wilmington, DE","Senator Chris Coons","False","4871B0","http://pbs.twimg.com/profile_background_images/180341237/TwitterBackground2.png","https://pbs.twimg.com/profile_background_images/180341237/TwitterBackground2.png","False","https://pbs.twimg.com/profile_banners/15324851/1398910596","http://pbs.twimg.com/profile_images/846369349350936577/uF2yjqLE_normal.jpg","https://pbs.twimg.com/profile_images/846369349350936577/uF2yjqLE_normal.jpg","4871B0","A8C7F7","C0DFEC","333333","True","False","ChrisCoons","7281","Eastern Time (US & Canada)","none","null","-14400","True","","","","","","","","","","",""
"False","1275268963","True","False","U.S. Senator, Connecticut","chrismurphy.com","https://chrismurphy.com/","0","23","https://t.co/aLch410yzb","878","False","250064","False","169","False","False","150078976","150078976","False","False","en","3288","","Chris Murphy","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/150078976/1493845670","http://pbs.twimg.com/profile_images/871076844904361985/7NorOQHB_normal.jpg","https://pbs.twimg.com/profile_images/871076844904361985/7NorOQHB_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","ChrisMurphyCT","13767","Atlantic Time (Canada)","none","https://t.co/aLch410yzb","-10800","True","","","","","","","","","","",""
"False","1229353229","True","False","U.S. Senator for Maryland","vanhollen.senate.gov","http://www.vanhollen.senate.gov","0","23","https://t.co/TrgkGknGmN","437","False","52733","False","646","True","False","18137749","18137749","False","False","en","1677","Maryland, USA","Chris Van Hollen","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/18137749/1496450884","http://pbs.twimg.com/profile_images/871172338024361984/tjel4d83_normal.jpg","https://pbs.twimg.com/profile_images/871172338024361984/tjel4d83_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","ChrisVanHollen","2431","Eastern Time (US & Canada)","none","https://t.co/TrgkGknGmN","-14400","True","","","","","","","","","","",""
"False","1196090222","False","False","U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.","grassley.senate.gov","http://grassley.senate.gov","0","23","https://t.co/CM45Tl33ts","41","False","125662","False","14189","False","False","10615232","10615232","False","False","en","4348","Iowa","ChuckGrassley","False","9AE4E8","http://pbs.twimg.com/profile_background_images/195616043/Grssly_background5.jpg","https://pbs.twimg.com/profile_background_images/195616043/Grssly_background5.jpg","True","","http://pbs.twimg.com/profile_images/37902202/Official_Portrait__cropped__September_2007_normal.jpg","https://pbs.twimg.com/profile_images/37902202/Official_Portrait__cropped__September_2007_normal.jpg","0000FF","87BC44","E0FF92","000000","True","False","ChuckGrassley","5748","Central Time (US & Canada)","none","https://t.co/CM45Tl33ts","-18000","True","","","","","","","","","","",""
"False","1220732445","False","False","","twitter.com/clairecmc","https://twitter.com/clairecmc","0","23","https://t.co/CiPCnTjvEN","3","False","181655","False","21","True","False","16160352","16160352","False","False","en","5647","Missouri/ Washington DC","Claire McCaskill","False","9AE4E8","http://pbs.twimg.com/profile_background_images/405624373/Screen_shot_2012-01-20_at_9.06.33_PM.png","https://pbs.twimg.com/profile_background_images/405624373/Screen_shot_2012-01-20_at_9.06.33_PM.png","True","https://pbs.twimg.com/profile_banners/16160352/1458168878","http://pbs.twimg.com/profile_images/757539103252635648/YS3bB7VZ_normal.jpg","https://pbs.twimg.com/profile_images/757539103252635648/YS3bB7VZ_normal.jpg","1A2320","BDDCAD","4A824C","333333","True","False","clairecmc","4294","Central Time (US & Canada)","none","https://t.co/CiPCnTjvEN","-18000","True","","","","","","","","","","",""
"False","1283885422","False","False","Rep. Clyburn is the Assistant Democratic Leader, the number three Democrat in the House of Representatives. He represents South Carolina's 6th District.","assistantdemocraticleader.house.gov","http://assistantdemocraticleader.house.gov","0","22","http://t.co/u4XE7mC7pW","45","False","50360","False","1262","False","False","188019606","188019606","False","False","en","1524","Washington, DC","James E. Clyburn","False","022330","http://abs.twimg.com/images/themes/theme15/bg.png","https://abs.twimg.com/images/themes/theme15/bg.png","False","","http://pbs.twimg.com/profile_images/1120632391/JEC_Photo_-_Twitter_normal.jpg","https://pbs.twimg.com/profile_images/1120632391/JEC_Photo_-_Twitter_normal.jpg","00A7C4","002B6B","3D4259","FFFAFF","True","False","Clyburn","1846","Eastern Time (US & Canada)","none","http://t.co/u4XE7mC7pW","-14400","True","","","","","","","","","","",""
"False","1266589630","False","False","This is the official Twitter account for Peterson For Congress, the campaign to reelect Congressman Collin C. Peterson for the 7th District of Minnesota.","facebook.com/pages/Collin-P…","https://www.facebook.com/pages/Collin-Peterson/6595227967","0","23","https://t.co/2K4kOMBQVE","19","False","1348","False","286","False","False","115676070","115676070","False","False","en","144","7th District of Minnesota","Collin Peterson","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/115676070/1407459144","http://pbs.twimg.com/profile_images/482294122485530624/Bwx1OMfe_normal.jpeg","https://pbs.twimg.com/profile_images/482294122485530624/Bwx1OMfe_normal.jpeg","3000B3","C0DEED","DDEEF6","333333","True","False","collinpeterson","80","Hawaii","none","https://t.co/2K4kOMBQVE","-36000","False","","","","","","","","","","",""
"False","1304949410","False","False","I am proud to serve the 11th Congressional District of Texas! I can be reached via website below or phone: 202-225-3605.","conaway.house.gov","http://conaway.house.gov/","0","22","http://t.co/CR8m9Gxrif","2","False","9138","False","1417","False","False","295685416","295685416","False","False","en","609","","Mike Conaway","False","F0F3F5","http://pbs.twimg.com/profile_background_images/570464784/44zu13tvmcsmnlqa9wmk.jpeg","https://pbs.twimg.com/profile_background_images/570464784/44zu13tvmcsmnlqa9wmk.jpeg","False","https://pbs.twimg.com/profile_banners/295685416/1386614029","http://pbs.twimg.com/profile_images/378800000851285720/a7a4a89aaed5c9dc32139c0d79c4ffcc_normal.jpeg","https://pbs.twimg.com/profile_images/378800000851285720/a7a4a89aaed5c9dc32139c0d79c4ffcc_normal.jpeg","080808","FFFFFF","DDEEF6","333333","False","False","ConawayTX11","643","Eastern Time (US & Canada)","none","http://t.co/CR8m9Gxrif","-14400","True","","","","","","","","","","",""
"False","1237388742","False","False","Congressman from Florida's 8th district, representing the Space and Treasure Coasts","posey.house.gov","http://www.posey.house.gov","0","22","http://t.co/tUCU5eCWsh","10","False","16002","False","932","False","False","25086658","25086658","False","False","en","1031","Rockledge, FL","Bill Posey","False","02163D","http://pbs.twimg.com/profile_background_images/818107772/b0a6e4645aec1bf74f0c6a2496036fc0.jpeg","https://pbs.twimg.com/profile_background_images/818107772/b0a6e4645aec1bf74f0c6a2496036fc0.jpeg","False","https://pbs.twimg.com/profile_banners/25086658/1416260228","http://pbs.twimg.com/profile_images/817498897299939329/Pm6RrRqb_normal.jpg","https://pbs.twimg.com/profile_images/817498897299939329/Pm6RrRqb_normal.jpg","1B4BA3","FFFFFF","B3BCD1","0A0101","False","False","congbillposey","1227","Quito","none","http://t.co/tUCU5eCWsh","-18000","True","","","","","","","","","","",""
"False","1236956069","False","False","Proud father, happy husband, Jeffersonian Republican. TX Congressman.","culberson.house.gov","http://culberson.house.gov","0","23","https://t.co/wymw0f4Inl","355","False","12760","False","886","False","True","24183358","24183358","True","False","en","815","Houston, TX","John Culberson","False","C3D4D5","http://pbs.twimg.com/profile_background_images/11692302/Thomas_Jefferson.jpg","https://pbs.twimg.com/profile_background_images/11692302/Thomas_Jefferson.jpg","True","https://pbs.twimg.com/profile_banners/24183358/1393444142","http://pbs.twimg.com/profile_images/959783016/n1751723339_5337_normal.jpg","https://pbs.twimg.com/profile_images/959783016/n1751723339_5337_normal.jpg","0084B4","BDDCAD","B46F0E","0E0C0C","True","False","CongCulberson","1706","Atlantic Time (Canada)","none","https://t.co/wymw0f4Inl","-10800","True","","","","","","","","","","",""
"False","1253564786","True","False","U.S. Congressman from Idaho's 2nd Congressional District","simpson.house.gov","http://www.simpson.house.gov","0","22","http://t.co/lRNTKPfcmE","13","False","8629","False","79","False","False","76132891","76132891","False","False","en","512","Washington, D.C. ","Cong. Mike Simpson","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/76132891/1383858990","http://pbs.twimg.com/profile_images/1622590441/Official_Photo_normal.jpg","https://pbs.twimg.com/profile_images/1622590441/Official_Photo_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","CongMikeSimpson","462","Mountain Time (US & Canada)","none","http://t.co/lRNTKPfcmE","-21600","True","","","","","","","","","","",""
"False","1231908898","False","False","I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05","thompson.house.gov","http://thompson.house.gov","0","22","http://t.co/DvqrekKjtb","57","False","15737","False","2895","True","False","18967498","18967498","True","False","en","1076","Howard, Pennsylvania ","Glenn 'GT' Thompson","False","383B78","http://pbs.twimg.com/profile_background_images/143962582/seal-footer.gif","https://pbs.twimg.com/profile_background_images/143962582/seal-footer.gif","True","https://pbs.twimg.com/profile_banners/18967498/1422993393","http://pbs.twimg.com/profile_images/80797190/Offical_Photo_twitter_normal.JPG","https://pbs.twimg.com/profile_images/80797190/Offical_Photo_twitter_normal.JPG","0E17B5","F7EFF7","FCFF57","0A090A","True","False","CongressmanGT","5826","Eastern Time (US & Canada)","none","http://t.co/DvqrekKjtb","-14400","True","","","","","","","","","","",""
"False","1421088515","True","False","I'm honored to serve Georgia's 10th Congressional District.","hice.house.gov","http://hice.house.gov","0","23","https://t.co/apR1drgdzS","478","False","6198","False","732","False","False","2975091705","2975091705","False","False","en","316","Monroe, GA; Washington, D.C.","Rep. Jody Hice","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/2975091705/1428081856","http://pbs.twimg.com/profile_images/837089485972254720/gjZDSmk2_normal.jpg","https://pbs.twimg.com/profile_images/837089485972254720/gjZDSmk2_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","CongressmanHice","1240","Eastern Time (US & Canada)","none","https://t.co/apR1drgdzS","-14400","True","","","","","","","","","","",""
"False","1482950382","True","False","Official Twitter account of Congressman   Raja Krishnamoorthi, representing Illinois' 8th Congressional District.","krishnamoorthi.house.gov","https://krishnamoorthi.house.gov/","0","23","https://t.co/zHGbk8wDWc","218","False","5136","False","876","False","True","814179031956488192","814179031956488192","False","False","en","160","Schaumburg, IL","Raja Krishnamoorthi","False","F5F8FA","null","null","False","https://pbs.twimg.com/profile_banners/814179031956488192/1483562500","http://pbs.twimg.com/profile_images/817454739910750209/-LvcQa9a_normal.jpg","https://pbs.twimg.com/profile_images/817454739910750209/-LvcQa9a_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","CongressmanRaja","631","Central Time (US & Canada)","none","https://t.co/zHGbk8wDWc","-18000","True","","","","","","","","","","",""
"False","1358189923","True","False","Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.","ruiz.house.gov","http://www.ruiz.house.gov","0","20","http://t.co/sgTdElO4","6","False","9176","False","3","False","False","1089859058","1089859058","False","False","en","493","","Raul Ruiz","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/1089859058/1486433030","http://pbs.twimg.com/profile_images/3109371960/abcc78e171a1bc5232a05b221ac6d6a3_normal.jpeg","https://pbs.twimg.com/profile_images/3109371960/abcc78e171a1bc5232a05b221ac6d6a3_normal.jpeg","1DA1F2","C0DEED","DDEEF6","333333","True","False","CongressmanRuiz","653","Eastern Time (US & Canada)","none","http://t.co/sgTdElO4","-14400","True","","","","","","","","","","",""
"False","1218465676","False","False","U.S. Senator from New Jersey","","","","","","73","False","3094413","False","92934","False","False","15808765","15808765","True","False","en","15103","Newark, NJ","Cory Booker","False","9AE4E8","http://pbs.twimg.com/profile_background_images/74694112/Cory_Booker_looking_up5.jpg","https://pbs.twimg.com/profile_background_images/74694112/Cory_Booker_looking_up5.jpg","False","https://pbs.twimg.com/profile_banners/15808765/1486430014","http://pbs.twimg.com/profile_images/808720861561819136/ErfTMaMx_normal.jpg","https://pbs.twimg.com/profile_images/808720861561819136/ErfTMaMx_normal.jpg","0084B4","BDBDBC","D4D4D4","333333","True","False","CoryBooker","59535","Eastern Time (US & Canada)","none","null","-14400","True","","","","","","","","","","",""
